| RUN | TSTART | BEAM | TARGET | E | TRIGGER | RUNTYPE | EVENTS | RUNCOMMENT | 	
| 4211 | 27-JUN-98 11:53:06 | 197Au | 197Au | 80 | M>=3 | Phys | 252525 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4212 | 27-JUN-98 12:51:16 | 197Au | 197Au | 80 | M>=3 | Phys | 98010 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4213 | 27-JUN-98 13:20:57 | 197Au | 197Au | 80 | M>=3 | Phys | 402037 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4214 | 27-JUN-98 15:24:52 | 197Au | 197Au | 60 | M>=3 | Phys | 663324 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4215 | 27-JUN-98 16:49:21 | 197Au | 197Au | 60 | M>=3 | Phys | 692967 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4216 | 27-JUN-98 18:05:08 | 197Au | 197Au | 60 | M>=3 | Phys | 659848 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4217 | 27-JUN-98 19:32:18 | 197Au | 197Au | 60 | M>=3 | Phys | 679289 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4218 | 27-JUN-98 20:51:18 | 197Au | 197Au | 60 | M>=3 | Phys | 704975 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4219 | 27-JUN-98 21:58:31 | 197Au | 197Au | 60 | M>=3 | Phys | 471177 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4220 | 28-JUN-98 00:33:41 | 197Au | 197Au | 60 | M>=3 | Phys | 501504 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4221 | 28-JUN-98 02:01:28 | 197Au | 197Au | 60 | M>=3 | Phys | 385941 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4222 | 28-JUN-98 03:22:38 | 197Au | 197Au | 60 | M>=3 | Phys | 498238 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4223 | 28-JUN-98 04:58:43 | 197Au | 197Au | 60 | M>=3 | Phys | 503896 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4224 | 28-JUN-98 06:24:43 | 197Au | 197Au | 60 | M>=3 | Phys | 505422 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4225 | 28-JUN-98 07:44:41 | 197Au | 197Au | 60 | M>=3 | Phys | 382007 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4226 | 28-JUN-98 08:50:41 | 197Au | 197Au | 60 | M>=3 | Phys | 504655 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4227 | 28-JUN-98 10:14:22 | 197Au | 197Au | 60 | M>=3 | Phys | 507414 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4228 | 28-JUN-98 11:33:28 | 197Au | 197Au | 60 | M>=3 | Phys | 59985 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4229 | 28-JUN-98 11:50:09 | 197Au | 197Au | 60 | M>=3 | Phys | 324316 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4230 | 28-JUN-98 12:45:16 | 197Au | 197Au | 60 | M>=3 | Phys | 272520 |  Au 60 MeV/A +Au 2mg/cm2 : pb source a la fin |
| 4231 | 28-JUN-98 13:48:58 | 197Au | 197Au | 60 | M>=3 | Phys | 432224 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4232 | 28-JUN-98 15:24:08 | 197Au | 197Au | 60 | M>=3 | Phys | 457270 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4233 | 28-JUN-98 16:55:43 | 197Au | 197Au | 60 | M>=3 | Phys | 491947 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4234 | 28-JUN-98 18:38:13 | 197Au | 197Au | 60 | M>=3 | Phys | 491854 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4235 | 28-JUN-98 20:10:26 | 197Au | 197Au | 60 | M>=3 | Phys | 493807 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4236 | 28-JUN-98 21:52:09 | 197Au | 197Au | 60 | M>=3 | Phys | 414515 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4237 | 28-JUN-98 23:12:58 | 197Au | 197Au | 60 | M>=3 | Phys | 147985 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4238 | 28-JUN-98 23:55:35 | 197Au | 197Au | 60 | M>=3 | Phys | 493502 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4239 | 29-JUN-98 01:26:22 | 197Au | 197Au | 60 | M>=3 | Phys | 490145 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4240 | 29-JUN-98 03:02:06 | 197Au | 197Au | 60 | M>=3 | Phys | 488345 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4241 | 29-JUN-98 05:00:29 | 197Au | 197Au | 60 | M>=3 | Phys | 484775 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4242 | 29-JUN-98 07:08:07 | 197Au | 197Au | 60 | M>=3 | Phys | 36486 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4243 | 29-JUN-98 07:33:49 |  |  |   |  | Pedestal | 6355 |  piedestal Si-chio-pin-Si75-SiLi |
| 4244 | 29-JUN-98 07:52:17 |  |  |   |  | Pedestal | 10774 |  piedestal  CsI |
| 4245 | 29-JUN-98 15:00:11 | 197Au | 197Au | 60 | M>=3 | Phys | 265522 |  Au 60 MeV/A +Au 2mg/cm2 : Nlle source |
| 4246 | 29-JUN-98 16:26:02 | 197Au | 197Au | 60 | M>=3 | Phys | 487319 |  Au 60 MeV/A +Au 2mg/cm2 : Nlle source |
| 4247 | 29-JUN-98 18:22:44 | 197Au | 197Au | 60 | M>=3 | Phys | 277094 |  Au 60 MeV/A +Au 2mg/cm2 : Nlle source |
| 4248 | 29-JUN-98 19:13:03 | 197Au | 197Au | 60 | M>=3 | Phys | 87886 |  Au 60 MeV/A +Au 2mg/cm2 : Nlle source |
| 4249 | 29-JUN-98 19:31:13 | 197Au | 197Au | 60 | M>=3 | Phys | 506050 |  Au 60 MeV/A +Au 2mg/cm2 : Nlle source |
| 4250 | 29-JUN-98 21:32:00 | 197Au | 197Au | 60 | M>=3 | Phys | 286449 |  Au 60 MeV/A +Au 2mg/cm2 : Nlle source |
| 4251 | 29-JUN-98 23:15:52 | 197Au | 197Au | 60 | M>=3 | Phys | 604583 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4252 | 30-JUN-98 00:23:57 | 197Au | 197Au | 60 | M>=1 | Phys | 1426193 |  Au 60 MeV/A +Au 2mg/cm2 (Mult = 1) |
| 4253 | 30-JUN-98 01:27:32 | 197Au | 197Au | 60 | M>=3 | Phys | 605024 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4254 | 30-JUN-98 02:45:30 | 197Au | 197Au | 60 | M>=3 | Phys | 617831 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4255 | 30-JUN-98 04:36:33 | 197Au | none | 60 | M>=1 | Phys | 678498 |  Au 60 MeV/A +Trou (M=1) |
| 4256 | 30-JUN-98 05:01:55 | 197Au | none | 60 | M>=3 | Phys | 154044 |  Au 60 MeV/A +Trou (M=3) |
| 4257 | 30-JUN-98 05:42:08 | 197Au | 197Au | 60 | M>=3 | Phys | 620162 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4258 | 30-JUN-98 06:54:59 | 197Au | 197Au | 60 | M>=3 | Phys | 508913 |  Au 60 MeV/A +Au 2mg/cm2 |
| 4259 | 30-JUN-98 08:48:20 | 197Au | 197Au | 60 | M>=3 | Phys | 43667 |  Au 60 MeV/A +Au 2mg/cm2 (Calibration CI avec 1/10) |
| 4260 | 30-JUN-98 09:33:21 | 197Au | 197Au | 60 | M>=4 | Phys | 21690 |  Au 60 MeV/A +Au 2mg/cm2 (Calibration CI avec 1/50) |
| 4261 | 30-JUN-98 18:32:31 | 197Au | 197Au | 40 | M>=3 | Phys | 353974 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4262 | 30-JUN-98 21:41:14 | 197Au | 197Au | 40 | M>=3 | Phys | 251982 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4263 | 30-JUN-98 23:23:39 | 197Au | 197Au | 40 | M>=3 | Phys | 408241 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4264 | 01-JUL-98 01:59:51 | 197Au | 197Au | 40 | M>=3 | Phys | 535118 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4265 | 01-JUL-98 04:54:37 | 197Au | 197Au | 40 | M>=3 | Phys | 363629 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4266 | 01-JUL-98 07:10:16 | 197Au | 197Au | 40 | M>=3 | Phys | 410005 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4267 | 01-JUL-98 09:30:04 | 197Au | 197Au | 40 | M>=3 | Phys | 432180 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4268 | 01-JUL-98 11:50:40 | 197Au | 197Au | 40 | M>=3 | Phys | 398341 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4269 | 01-JUL-98 13:07:00 | 197Au | 197Au | 40 | M>=3 | Phys | 385873 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4270 | 01-JUL-98 15:36:58 | 197Au | 197Au | 40 | M>=3 | Phys | 165182 |  Au 40 MeV/A +Au 2mg/cm2  (plantage) |
| 4271 | 01-JUL-98 17:49:17 | 197Au | 197Au | 40 | M>=3 | Phys | 373433 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4272 | 01-JUL-98 18:55:22 | 197Au | 197Au | 40 | M>=3 | Phys | 586719 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4273 | 01-JUL-98 20:45:17 | 197Au | 197Au | 40 | M>=3 | Phys | 588409 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4274 | 01-JUL-98 22:28:51 | 197Au | 197Au | 40 | M>=3 | Phys | 232981 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4275 | 01-JUL-98 23:13:31 | 197Au | 197Au | 40 | M>=3 | Phys | 549730 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4276 | 02-JUL-98 01:47:09 | 197Au | 197Au | 40 | M>=3 | Phys | 585944 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4277 | 02-JUL-98 03:35:42 | 197Au | 197Au | 40 | M>=3 | Phys | 586281 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4278 | 02-JUL-98 05:25:26 | 197Au | 197Au | 40 | M>=3 | Phys | 584261 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4279 | 02-JUL-98 07:20:12 | 197Au | 197Au | 40 | M>=3 | Phys | 588118 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4280 | 02-JUL-98 09:08:07 | 197Au | 197Au | 40 | M>=3 | Phys | 473932 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4281 | 02-JUL-98 10:49:26 | 197Au | 197Au | 40 | M>=1 | Phys | 1507944 |  Au 40 MeV/A +Au 2mg/cm2 - cahier page 55 |
| 4282 | 02-JUL-98 11:47:54 | 197Au | 197Au | 40 | M>=1 | Phys | 34243 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4283 | 02-JUL-98 11:55:09 | 197Au | none | 40 | M>=1 | Phys | 602114 |  Cible trou diametre 15mm |
| 4284 | 02-JUL-98 12:34:26 | 197Au | none | 40 | M>=3 | Phys | 85043 |  Cible trou diametre 15mm |
| 4285 | 02-JUL-98 13:14:30 | 197Au | none | 40 | M>=3 | Phys | 41340 |  Pas de cible  - M=3 |
| 4286 | 02-JUL-98 13:43:41 | 197Au | 197Au | 40 | M>=3 | Phys | 584657 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4287 | 02-JUL-98 15:42:13 | 197Au | 197Au | 40 | M>=3 | Phys | 200907 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4288 | 02-JUL-98 16:47:37 | 197Au | 197Au | 40 | M>=3 | Phys | 231597 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4289 | 02-JUL-98 17:57:45 |  |  |   |  | Automate | 31690 |  Automates 1er essai manque |
| 4290 | 02-JUL-98 18:20:46 |  |  |   |  | Automate | 205294 |  Automates 2eme essai |
| 4291 | 02-JUL-98 21:02:53 |  |  |   |  | Bad | 119790 |  Run gene (apres arret de l'automate) |
| 4292 | 02-JUL-98 22:11:13 | 197Au | 197Au | 40 | M>=3 | Phys | 639318 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4293 | 03-JUL-98 00:00:50 | 197Au | 197Au | 40 | M>=3 | Phys | 433369 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4294 | 03-JUL-98 01:18:17 | 197Au | 197Au | 40 | M>=3 | Phys | 647207 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4295 | 03-JUL-98 03:01:39 | 197Au | 197Au | 40 | M>=3 | Phys | 645521 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4296 | 03-JUL-98 04:45:25 | 197Au | 197Au | 40 | M>=3 | Phys | 613145 |  Au 40 MeV/A +Au 2mg/cm2 |
| 4297 | 03-JUL-98 06:38:01 | 197Au | 197Au | 40 | M>=3 | Phys | 632068 |  Au 40 MeV/A +Au 2mg/cm2(Chios 2-3 et 4-5 vides) |
| 4298 | 03-JUL-98 08:15:34 |  |  |   | M>=3 | Cosmics | 94945 |  Run sans faisceau juste apres l'arret du faisceau |
| 4299 | 03-JUL-98 11:59:41 | 197Au | 197Au | 150 | M>=3 | Phys | 165416 |  Au 150 MeV/A +Au 2mg/cm2(Intensite variable ?) |
| 4300 | 03-JUL-98 12:47:22 | 197Au | 197Au | 150 | M>=3 | Phys | 170310 |  Au 150 MeV/A +Au 2mg/cm2 (Arret Plantage VME) |
| 4301 | 03-JUL-98 13:03:51 | 197Au | 197Au | 150 | M>=3 | Phys | 421738 |  Au 150 MeV/A +Au 2mg/cm2 (Intensite forte) |
| 4302 | 03-JUL-98 13:34:07 | 197Au | 197Au | 150 | M>=3 | Phys | 404250 |  Au 150 MeV/A +Au 2mg/cm2 (Intensite baissee) |
| 4303 | 03-JUL-98 14:52:03 | 197Au | 197Au | 150 | M>=3 | Phys | 450065 |  Au 150 MeV/A +Au 2mg/cm2 (Intensite baissee) |
| 4304 | 03-JUL-98 15:46:59 | 197Au | 197Au | 150 | M>=3 | Phys | 125544 |  Au 150 MeV/A +Au 2mg/cm2 (Intensite baissee) |
| 4305 | 03-JUL-98 16:06:49 | 197Au | 197Au | 150 | M>=5 | Phys | 330088 |  Au 150MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4306 | 03-JUL-98 16:58:02 | 197Au | 197Au | 150 | M>=5 | Phys | 244877 |  Au 150MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4307 | 03-JUL-98 18:47:52 | 197Au | 197Au | 150 | M>=3 | Phys | 431638 |  Au 150 MeV/A +Au 2mg/cm2 (Intensite baissee) |
| 4308 | 03-JUL-98 19:39:27 | 197Au | 197Au | 150 | M>=3 | Phys | 409557 |  Au 150 MeV/A +Au 2mg/cm2 (Intensite baissee) |
| 4309 | 03-JUL-98 20:30:26 | 197Au | 197Au | 150 | M>=5 | Phys | 319896 |  Au 150MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4310 | 03-JUL-98 21:20:20 | 197Au | 197Au | 150 | M>=5 | Phys | 323023 |  Au 150MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4311 | 03-JUL-98 22:14:50 | 197Au | 197Au | 150 | M>=5 | Phys | 242359 |  Au 150MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4312 | 03-JUL-98 23:01:22 | 197Au | 197Au | 150 | M>=5 | Phys | 665 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4313 | 03-JUL-98 23:02:23 | 197Au | 197Au | 150 | M>=5 | Phys | 324361 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4314 | 03-JUL-98 23:57:06 | 197Au | 197Au | 150 | M>=5 | Phys | 318891 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4315 | 04-JUL-98 00:52:58 | 197Au | 197Au | 150 | M>=5 | Phys | 319065 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4316 | 04-JUL-98 01:42:41 | 197Au | 197Au | 150 | M>=5 | Phys | 322154 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4317 | 04-JUL-98 02:31:14 | 197Au | 197Au | 150 | M>=5 | Phys | 178221 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4318 | 04-JUL-98 03:20:42 | 197Au | 197Au | 150 | M>=5 | Phys | 318670 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4319 | 04-JUL-98 04:13:52 | 197Au | 197Au | 150 | M>=5 | Phys | 315130 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4320 | 04-JUL-98 05:21:36 | 197Au | 197Au | 150 | M>=5 | Phys | 315704 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4321 | 04-JUL-98 06:23:02 | 197Au | 197Au | 150 | M>=5 | Phys | 322822 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4322 | 04-JUL-98 07:14:26 | 197Au | 197Au | 150 | M>=5 | Phys | 327913 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4323 | 04-JUL-98 08:01:19 | 197Au | 197Au | 150 | M>=5 | Phys | 311924 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4324 | 04-JUL-98 08:51:09 | 197Au | 197Au | 150 | M>=5 | Phys | 325646 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4325 | 04-JUL-98 09:41:15 | 197Au | 197Au | 150 | M>=5 | Phys | 326608 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4326 | 04-JUL-98 10:28:27 | 197Au | 197Au | 150 | M>=5 | Phys | 59131 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4327 | 04-JUL-98 10:39:43 | 197Au | 197Au | 150 | M>=5 | Phys | 327117 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4328 | 04-JUL-98 11:26:38 | 197Au | 197Au | 150 | M>=5 | Phys | 326814 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4329 | 04-JUL-98 12:14:27 | 197Au | 197Au | 150 | M>=5 | Phys | 323223 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4330 | 04-JUL-98 13:04:36 | 197Au | 197Au | 150 | M>=5 | Phys | 328073 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4331 | 04-JUL-98 13:52:22 | 197Au | 197Au | 150 | M>=5 | Phys | 323164 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4332 | 04-JUL-98 14:50:30 | 197Au | 197Au | 150 | M>=5 | Phys | 187162 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4333 | 04-JUL-98 16:03:55 |  |  |   |  | Automate | 43890 |  Automate SiLi |
| 4334 | 04-JUL-98 16:59:51 | 197Au | 197Au | 150 | M>=5 | Phys | 338459 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4335 | 04-JUL-98 17:45:08 | 197Au | 197Au | 150 | M>=5 | Phys | 335881 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4336 | 04-JUL-98 18:29:27 | 197Au | 197Au | 150 | M>=5 | Phys | 334552 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4337 | 04-JUL-98 19:12:41 | 197Au | 197Au | 150 | M>=5 | Phys | 328706 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4338 | 04-JUL-98 19:56:42 | 197Au | 197Au | 150 | M>=5 | Phys | 180318 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4339 | 04-JUL-98 20:27:21 | 197Au | 197Au | 150 | M>=5 | Phys | 331450 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4340 | 04-JUL-98 21:16:17 | 197Au | 197Au | 150 | M>=5 | Phys | 325466 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4341 | 04-JUL-98 22:17:22 | 197Au | 197Au | 150 | M>=5 | Phys | 270968 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4342 | 04-JUL-98 23:11:19 | 197Au | 197Au | 150 | M>=5 | Phys | 69822 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4343 | 04-JUL-98 23:52:06 | 197Au | 197Au | 150 | M>=5 | Phys | 50115 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4344 | 05-JUL-98 00:48:18 | 197Au | 197Au | 150 | M>=5 | Phys | 320473 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4345 | 05-JUL-98 01:52:57 | 197Au | 197Au | 150 | M>=5 | Phys | 322726 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4346 | 05-JUL-98 02:52:20 | 197Au | 197Au | 150 | M>=5 | Phys | 325025 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4347 | 05-JUL-98 03:41:50 | 197Au | 197Au | 150 | M>=5 | Phys | 317550 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4348 | 05-JUL-98 04:47:58 | 197Au | 197Au | 150 | M>=5 | Phys | 102341 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4349 | 05-JUL-98 05:34:26 | 197Au | 197Au | 150 | M>=5 | Phys | 326385 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4350 | 05-JUL-98 06:24:39 | 197Au | 197Au | 150 | M>=5 | Phys | 336341 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4351 | 05-JUL-98 07:08:20 | 197Au | 197Au | 150 | M>=5 | Phys | 291347 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4352 | 05-JUL-98 07:55:26 | 197Au | 197Au | 150 | M>=1 | Phys | 1514041 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite reduite /2.5) |
| 4353 | 05-JUL-98 08:26:29 | 197Au | 197Au | 150 | M>=2 | Phys | 355678 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite reduite /2.5) |
| 4354 | 05-JUL-98 09:16:19 | 197Au | none | 150 | M>=1 | Phys | 1585948 |  cible trou phi=15mm  (Intensite reduite) |
| 4355 | 05-JUL-98 09:58:51 | 197Au | none | 150 | M>=5 | Phys | 39219 |  cible trou phi=15mm (Intensite nominale) |
| 4356 | 05-JUL-98 10:44:33 | 197Au | 197Au | 150 | M>=5 | Phys | 323952 |  Au 150 MeV/A+Au 2mg/cm2 (Intensite baissee) |
| 4357 | 05-JUL-98 13:50:18 | 197Au | 58Ni | 100 | M>=3 | Phys | 535972 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4358 | 05-JUL-98 15:17:19 | 197Au | 58Ni | 100 | M>=3 | Phys | 535586 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4359 | 05-JUL-98 16:33:31 | 197Au | 58Ni | 100 | M>=3 | Phys | 540741 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4360 | 05-JUL-98 17:46:03 | 197Au | 58Ni | 100 | M>=3 | Phys | 522441 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4361 | 05-JUL-98 19:09:11 | 197Au | none | 100 | M>=3 | Phys | 81647 |  cible trou phi=10mm |
| 4362 | 05-JUL-98 19:54:19 | 197Au | 58Ni | 100 | M>=3 | Phys | 458422 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4363 | 05-JUL-98 21:15:18 | 197Au | 58Ni | 100 | M>=3 | Phys | 274482 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4364 | 05-JUL-98 22:03:00 | 197Au | 58Ni | 100 | M>=3 | Phys | 544067 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4365 | 05-JUL-98 23:16:27 | 197Au | 58Ni | 100 | M>=3 | Phys | 544468 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4366 | 06-JUL-98 00:18:25 | 197Au | 58Ni | 100 | M>=3 | Phys | 140805 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4367 | 06-JUL-98 00:39:45 | 197Au | 58Ni | 100 | M>=5 | Phys | 163831 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4368 | 06-JUL-98 03:30:21 |  |  |   | M>=1 | Cosmics | 1502915 |  run sans faisceau |
| 4369 | 06-JUL-98 05:04:25 |  |  |   | M>=1 | Cosmics | 110506 |  run sans faisceau (sauf en fin) |
| 4370 | 06-JUL-98 05:26:07 | 197Au | 58Ni | 100 | M>=5 | Phys | 213612 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4371 | 06-JUL-98 06:08:08 | 197Au | 58Ni | 100 | M>=5 | Phys | 57894 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4372 | 06-JUL-98 06:38:11 | 197Au | 58Ni | 100 | M>=5 | Phys | 297581 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4373 | 06-JUL-98 07:45:51 | 197Au | 58Ni | 100 | M>=5 | Phys | 237239 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4374 | 06-JUL-98 08:21:03 | 197Au | 58Ni | 100 | M>=5 | Phys | 290775 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4375 | 06-JUL-98 09:05:03 | 197Au | 58Ni | 100 | M>=5 | Phys | 268951 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4376 | 06-JUL-98 09:50:12 | 197Au | 58Ni | 100 | M>=5 | Phys | 477316 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4377 | 06-JUL-98 10:41:14 |  |  |   |  | Cosmics | 130582 |  Arret faisceau |
| 4378 | 06-JUL-98 12:28:15 |  |  |   |  | Pedestal | 39882 |  piedestaux / Silicium |
| 4379 | 06-JUL-98 13:04:40 |  |  |   |  | Pedestal | 6703 |  piedestaux / CsI |
| 4380 | 06-JUL-98 15:57:01 |  |  |   |  | Cf | 2107634 |  Source Cf ring 2-12 |
| 4381 | 06-JUL-98 16:16:33 |  |  |   |  | Cf | 2108036 |  Source Cf ring 2-12 |
| 4382 | 06-JUL-98 16:36:11 |  |  |   |  | Cf | 946495 |  Source Cf ring 2-12 |
| 4383 | 06-JUL-98 18:54:13 |  |  |   |  | Cf | 2127193 |  Source Cf ring 13-17 |
| 4384 | 06-JUL-98 19:13:53 |  |  |   |  | Cf | 2089315 |  Source Cf ring 13-17 |
| 4385 | 06-JUL-98 19:31:06 |  |  |   |  | Cf | 1769959 |  Source Cf ring 13-17 |
| 4386 | 06-JUL-98 20:09:38 |  |  |   |  | Cf | 1768880 |  Source Cf ring 13-17 |
| 4387 | 06-JUL-98 20:48:24 |  |  |   |  | Cf | 1769026 |  Source Cf ring 13-17 |
| 4388 | 06-JUL-98 21:27:22 |  |  |   |  | Cf | 1769086 |  Source Cf ring 13-17 |
| 4389 | 06-JUL-98 22:06:24 |  |  |   |  | Cf | 955717 |  Source Cf ring 13-17 |
| 4390 | 07-JUL-98 00:21:12 | 197Au | 58Ni | 100 | M>=5 | Phys | 281056 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
| 4391 | 07-JUL-98 03:35:48 | 197Au | 58Ni | 100 | M>=5 | Phys | 225112 |  Au 100 MeV/A +Ni  0.8mg/cm2 |
